baseline_mean,bootstrap_ci_high,bootstrap_ci_low,comparison,load_factor,map,mean_delta_reference_minus_baseline,metric,missing_seed_count,paired_seed_count,preferred_direction,reference,reference_loss_count,reference_mean,reference_win_count,runtime_comparison,status,tie_count
67287.754547,-0.5985259499803228,-3.7702819249807002,FENG_NATIVE_HCA,1.0,map2,-2.1191289999798757,time_to_95_percent_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,3,67285.63541800002,7,FENG_NATIVE_HCA,COMPLETE,0
71124.354547,-0.41462999997311273,-4.814629999973112,FENG_NATIVE_HCA,1.0,map2,-2.3701909999741475,time_to_99_percent_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,5,71121.98435600002,5,FENG_NATIVE_HCA,COMPLETE,0
72767532.81305358,-2591880.1973517565,-2661556.932853313,FENG_NATIVE_HCA,1.0,map2,-2624980.6762084113,total_backlog_area_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,70142552.13684516,10,FENG_NATIVE_HCA,COMPLETE,0
28506.0,0.0,0.0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,0.0,completed_raw_bag_count,0,10,higher,G31_S4_NATIVE_SYSTEM,0,28506.0,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,10
1.0,0.0,0.0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,0.0,completion_rate,0,10,higher,G31_S4_NATIVE_SYSTEM,0,1.0,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,10
0.0,0.0,0.0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,0.0,missed_bag_count,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,10
0.0,0.0,0.0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,0.0,missed_bag_rate,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,10
5848872.260000222,134772.8946223082,131867.67708366583,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,133325.24554082536,network_backlog_area_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,10,5982197.505541047,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
1.0,0.0,0.0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,0.0,on_time_rate,0,10,higher,G31_S4_NATIVE_SYSTEM,0,1.0,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,10
28506.0,0.0,0.0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,0.0,on_time_raw_bag_count,0,10,higher,G31_S4_NATIVE_SYSTEM,0,28506.0,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,10
370.32,164.23634337499368,146.8313255499937,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,155.77945799999367,population_latency_max_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,10,526.0994579999937,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
241.47137795550003,-4.252802146303743,-4.384700666355747,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,-4.3199622865725384,population_latency_mean_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,237.15141566892748,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
293.735,45.42138099999423,44.57840826874632,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,44.99135849999505,population_latency_p95_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,10,338.72635849999506,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
320.456,81.50554914749348,79.59448169374342,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,80.7078320999939,population_latency_p99_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,10,401.1638320999939,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
64952344.57305296,-791669.9989775169,-792315.3553451082,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,-791989.9417489662,source_backlog_area_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,64160354.63130398,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
0.0,0.0,0.0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,0.0,tardiness_max_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,10
0.0,0.0,0.0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,0.0,tardiness_mean_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,10
0.0,0.0,0.0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,0.0,tardiness_p95_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,10
0.0,0.0,0.0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,0.0,tardiness_p99_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,10
0.0,0.0,0.0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,0.0,tardiness_sum_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,10
62892.89454699999,-21.701423749982787,-24.44331374997484,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,-23.052661999977136,time_to_90_percent_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,62869.84188500002,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
67310.374547,-24.134531999986212,-25.334980774977378,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,-24.739128999982494,time_to_95_percent_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,67285.63541800002,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
71141.294547,-18.114629999967292,-21.24575199997198,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,-19.3101909999692,time_to_99_percent_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,71121.98435600002,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
70801216.83305338,-657165.6947088338,-660213.9699815975,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.0,map2,-658664.6962082073,total_backlog_area_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,70142552.13684516,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
49732.2,35.8,29.8,FENG_NATIVE_HCA,1.75,map2,32.8,completed_raw_bag_count,0,10,higher,G31_S4_NATIVE_SYSTEM,0,49765.0,10,FENG_NATIVE_HCA,COMPLETE,0
0.9993409022405306,0.0007193810911283016,0.0005988144278106899,FENG_NATIVE_HCA,1.75,map2,0.0006590977594694957,completion_rate,0,10,higher,G31_S4_NATIVE_SYSTEM,0,1.0,10,FENG_NATIVE_HCA,COMPLETE,0
9328.9,-9226.4,-9414.6,FENG_NATIVE_HCA,1.75,map2,-9328.8,missed_bag_count,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.1,10,FENG_NATIVE_HCA,COMPLETE,0
0.18745905757058173,-0.18542951873806893,-0.18920124585552092,FENG_NATIVE_HCA,1.75,map2,-0.1874570481261931,missed_bag_rate,0,10,lower,G31_S4_NATIVE_SYSTEM,0,2.0094443886287117e-06,10,FENG_NATIVE_HCA,COMPLETE,0
12832008.8,-264662.3214892606,-694767.2060370151,FENG_NATIVE_HCA,1.75,map2,-472447.5138369173,network_backlog_area_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,1,12359561.286163082,9,FENG_NATIVE_HCA,COMPLETE,0
0.8125409424294183,0.1892052647442982,0.18541545262734854,FENG_NATIVE_HCA,1.75,map2,0.1874570481261931,on_time_rate,0,10,higher,G31_S4_NATIVE_SYSTEM,0,0.9999979905556113,10,FENG_NATIVE_HCA,COMPLETE,0
40436.1,9415.7,9229.289999999999,FENG_NATIVE_HCA,1.75,map2,9328.8,on_time_raw_bag_count,0,10,higher,G31_S4_NATIVE_SYSTEM,0,49764.9,10,FENG_NATIVE_HCA,COMPLETE,0
,,,FENG_NATIVE_HCA,1.75,map2,,population_latency_max_seconds,,0,,G31_S4_NATIVE_SYSTEM,,,,FENG_NATIVE_HCA,INCOMPLETE,
,,,FENG_NATIVE_HCA,1.75,map2,,population_latency_mean_seconds,,0,,G31_S4_NATIVE_SYSTEM,,,,FENG_NATIVE_HCA,INCOMPLETE,
,,,FENG_NATIVE_HCA,1.75,map2,,population_latency_p95_seconds,,0,,G31_S4_NATIVE_SYSTEM,,,,FENG_NATIVE_HCA,INCOMPLETE,
,,,FENG_NATIVE_HCA,1.75,map2,,population_latency_p99_seconds,,0,,G31_S4_NATIVE_SYSTEM,,,,FENG_NATIVE_HCA,INCOMPLETE,
167889733.37304112,-55242014.80012116,-56279067.63805701,FENG_NATIVE_HCA,1.75,map2,-55775391.46358999,source_backlog_area_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,112114341.90945116,10,FENG_NATIVE_HCA,COMPLETE,0
72219.0,-71782.33724807501,-72545.75560599999,FENG_NATIVE_HCA,1.75,map2,-72217.37780300001,tardiness_max_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,1.622196999999869,10,FENG_NATIVE_HCA,COMPLETE,0
411.49585250678194,-401.854918846381,-421.42506752342007,FENG_NATIVE_HCA,1.75,map2,-411.49581990963526,tardiness_mean_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,3.259714658896552e-05,10,FENG_NATIVE_HCA,COMPLETE,0
3132.3799999999974,-3084.299999999998,-3176.0014999999976,FENG_NATIVE_HCA,1.75,map2,-3132.3799999999974,tardiness_p95_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,10,FENG_NATIVE_HCA,COMPLETE,0
3882.1440000000002,-3835.6518000000005,-3925.536,FENG_NATIVE_HCA,1.75,map2,-3882.1440000000002,tardiness_p99_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,10,FENG_NATIVE_HCA,COMPLETE,0
20478091.1,-19988943.45171585,-20978003.244999997,FENG_NATIVE_HCA,1.75,map2,-20478089.477803,tardiness_sum_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,1.622196999999869,10,FENG_NATIVE_HCA,COMPLETE,0
64768.154547,-418.37231417498907,-446.0812264249875,FENG_NATIVE_HCA,1.75,map2,-432.42445999998745,time_to_90_percent_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,64335.73008700002,10,FENG_NATIVE_HCA,COMPLETE,0
67991.654547,-106.73512184997304,-124.14480432497541,FENG_NATIVE_HCA,1.75,map2,-116.18442599997361,time_to_95_percent_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,67875.47012100002,10,FENG_NATIVE_HCA,COMPLETE,0
71949.454547,-222.89899999998744,-267.0989999999874,FENG_NATIVE_HCA,1.75,map2,-245.69899999998742,time_to_99_percent_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,71703.75554700001,10,FENG_NATIVE_HCA,COMPLETE,0
180717929.99575716,-55625882.80848267,-56837091.142369844,FENG_NATIVE_HCA,1.75,map2,-56244026.800142646,total_backlog_area_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,124473903.1956145,10,FENG_NATIVE_HCA,COMPLETE,0
49765.0,0.0,0.0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,0.0,completed_raw_bag_count,0,10,higher,G31_S4_NATIVE_SYSTEM,0,49765.0,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,10
1.0,0.0,0.0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,0.0,completion_rate,0,10,higher,G31_S4_NATIVE_SYSTEM,0,1.0,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,10
56.0,-53.2,-58.5,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,-55.9,missed_bag_count,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.1,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
0.0011252888576308573,-0.0010710338591379375,-0.0011775344117351371,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,-0.0011232794132422287,missed_bag_rate,0,10,lower,G31_S4_NATIVE_SYSTEM,0,2.0094443886287117e-06,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
15560251.739999717,-3165377.4252453134,-3239266.302242595,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,-3200690.4538366334,network_backlog_area_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,12359561.286163082,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
0.9988747111423691,0.0011775344117351482,0.001069024414749309,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,0.0011232794132422287,on_time_rate,0,10,higher,G31_S4_NATIVE_SYSTEM,0,0.9999979905556113,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
49709.0,58.5,53.2,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,55.9,on_time_raw_bag_count,0,10,higher,G31_S4_NATIVE_SYSTEM,0,49764.9,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
3259.2799999999997,8.810580949993868,-52.03174112500621,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,-20.297202000006337,population_latency_max_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,4,3238.9827979999936,6,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
549.6005120064999,-181.39210489574467,-184.53227394321237,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,-182.85738085457604,population_latency_mean_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,366.74313115192393,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
2452.6040000000003,-1237.192678485009,-1269.9366080350107,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,-1253.2489736000111,population_latency_p95_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,1199.355026399989,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
2994.1304,-124.28351340200652,-177.7745552120069,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,-149.61792276000597,population_latency_p99_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,2844.512477239994,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
114723735.3557564,-2602398.4387959167,-2615623.6972429273,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,-2609393.4463052615,source_backlog_area_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,112114341.90945116,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
667.2000000000007,-634.0333540750012,-694.1005000000007,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,-665.5778030000008,tardiness_max_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,1.622196999999869,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
0.278812016477444,-0.26392923741585456,-0.2948110892781071,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,-0.27877941933085504,tardiness_mean_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,3.259714658896552e-05,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
0.0,0.0,0.0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,0.0,tardiness_p95_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,10
0.0,0.0,0.0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,0.0,tardiness_p99_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,10
13875.080000000002,-13128.146500000003,-14681.399999999998,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,-13873.457803000001,tardiness_sum_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,1.622196999999869,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
64361.614547,-24.863863949991718,-26.846543274985123,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,-25.884459999989485,time_to_90_percent_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,64335.73008700002,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
67897.374547,-21.051079749974015,-22.855343749976125,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,-21.90442599997332,time_to_95_percent_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,67875.47012100002,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
71727.894547,-23.978999999989174,-24.278999999992084,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,-24.13899999999121,time_to_99_percent_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,71703.75554700001,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
130283987.09575605,-5772145.79843155,-5850380.14893303,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,1.75,map2,-5810083.900141535,total_backlog_area_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,124473903.1956145,10,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,COMPLETE,0
56911.9,109.6,90.5,FENG_NATIVE_HCA,2.0,map2,100.1,completed_raw_bag_count,0,10,higher,G31_S4_NATIVE_SYSTEM,0,57012.0,10,FENG_NATIVE_HCA,COMPLETE,0
0.9982442292850628,0.001927664351364633,0.0015838770785097877,FENG_NATIVE_HCA,2.0,map2,0.0017557707149372104,completion_rate,0,10,higher,G31_S4_NATIVE_SYSTEM,0,1.0,10,FENG_NATIVE_HCA,COMPLETE,0
27187.8,-26852.782499999998,-27287.802499999998,FENG_NATIVE_HCA,2.0,map2,-27065.7,missed_bag_count,0,10,lower,G31_S4_NATIVE_SYSTEM,0,122.1,10,FENG_NATIVE_HCA,COMPLETE,0
0.4768785518838139,-0.4711867676980285,-0.4786221321826984,FENG_NATIVE_HCA,2.0,map2,-0.4747368974952641,missed_bag_rate,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.002141654388549785,10,FENG_NATIVE_HCA,COMPLETE,0
17796892.4,-1120986.889602407,-2205803.3583270484,FENG_NATIVE_HCA,2.0,map2,-1674258.2864839057,network_backlog_area_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,16122634.113516096,10,FENG_NATIVE_HCA,COMPLETE,0
0.5231214481161861,0.4785957342313899,0.4709758910404827,FENG_NATIVE_HCA,2.0,map2,0.4747368974952641,on_time_rate,0,10,higher,G31_S4_NATIVE_SYSTEM,0,0.9978583456114503,10,FENG_NATIVE_HCA,COMPLETE,0
29824.2,27286.715000000004,26851.9,FENG_NATIVE_HCA,2.0,map2,27065.7,on_time_raw_bag_count,0,10,higher,G31_S4_NATIVE_SYSTEM,0,56889.9,10,FENG_NATIVE_HCA,COMPLETE,0
,,,FENG_NATIVE_HCA,2.0,map2,,population_latency_max_seconds,,0,,G31_S4_NATIVE_SYSTEM,,,,FENG_NATIVE_HCA,FORMAL_2X_TIMING_NA_BY_PROTOCOL,
,,,FENG_NATIVE_HCA,2.0,map2,,population_latency_mean_seconds,,0,,G31_S4_NATIVE_SYSTEM,,,,FENG_NATIVE_HCA,FORMAL_2X_TIMING_NA_BY_PROTOCOL,
,,,FENG_NATIVE_HCA,2.0,map2,,population_latency_p95_seconds,,0,,G31_S4_NATIVE_SYSTEM,,,,FENG_NATIVE_HCA,FORMAL_2X_TIMING_NA_BY_PROTOCOL,
,,,FENG_NATIVE_HCA,2.0,map2,,population_latency_p99_seconds,,0,,G31_S4_NATIVE_SYSTEM,,,,FENG_NATIVE_HCA,FORMAL_2X_TIMING_NA_BY_PROTOCOL,
285737728.5975765,-156471937.45181835,-158288605.60173428,FENG_NATIVE_HCA,2.0,map2,-157341452.78377146,source_backlog_area_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,128396275.8138051,10,FENG_NATIVE_HCA,COMPLETE,0
73014.0,-71176.90592157502,-71668.61959105,FENG_NATIVE_HCA,2.0,map2,-71413.233695,tardiness_max_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,1600.7663049999962,10,FENG_NATIVE_HCA,COMPLETE,0
1382.6175454290326,-1363.8677364153439,-1401.0038768415247,FENG_NATIVE_HCA,2.0,map2,-1381.511703769382,tardiness_mean_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,1.1058416596505949,10,FENG_NATIVE_HCA,COMPLETE,0
5530.369999999998,-5502.213874999999,-5561.471124999998,FENG_NATIVE_HCA,2.0,map2,-5530.369999999998,tardiness_p95_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,10,FENG_NATIVE_HCA,COMPLETE,0
7367.134999999999,-7109.310949999999,-7618.636099999999,FENG_NATIVE_HCA,2.0,map2,-7367.134999999999,tardiness_p99_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,10,FENG_NATIVE_HCA,COMPLETE,0
78825791.5,-77769547.33568361,-79850786.39763823,FENG_NATIVE_HCA,2.0,map2,-78762745.2553,tardiness_sum_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,63046.24469999973,10,FENG_NATIVE_HCA,COMPLETE,0
66353.354547,-1931.6392352749842,-2002.318638149978,FENG_NATIVE_HCA,2.0,map2,-1966.2939969999818,time_to_90_percent_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,64387.06055000002,10,FENG_NATIVE_HCA,COMPLETE,0
69628.754547,-1945.5246185499777,-2013.108969749981,FENG_NATIVE_HCA,2.0,map2,-1977.7531899999813,time_to_95_percent_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,67651.00135700002,10,FENG_NATIVE_HCA,COMPLETE,0
72788.354547,-1185.8923899999877,-1229.2923899999878,FENG_NATIVE_HCA,2.0,map2,-1207.3923899999877,time_to_99_percent_seconds,0,10,lower,G31_S4_NATIVE_SYSTEM,0,71580.962157,10,FENG_NATIVE_HCA,COMPLETE,0
